leak_node,leak_diam_mm,leak_at,closest_sensor,dd_score_d3,dd_timepoint_d3,dd_score_knn_d3,dd_timepoint_knn_d3,dd_score_ks,dd_timepoint_ks,feature_scores_FeatureImportanceRF,explanation_model_score_FeatureImportanceRF,best_explained_sensor_FeatureImportanceRF,feature_scores_FeatureImportanceET,explanation_model_score_FeatureImportanceET,best_explained_sensor_FeatureImportanceET,feature_scores_PermutationFeatureImportanceRF,explanation_model_score_PermutationFeatureImportanceRF,best_explained_sensor_PermutationFeatureImportanceRF,feature_scores_PermutationFeatureImportanceET,explanation_model_score_PermutationFeatureImportanceET,best_explained_sensor_PermutationFeatureImportanceET
n3,11,5593500,n31,0.27516253897392273,5616000,0.17447473781179146,1123200,3.552052780328495e-13,5616000,"{'n1': '0.22561', 'n4': '0.07785', 'n31': '0.13198', 'n54': '0.01791', 'n105': '0.01012', 'n114': '0.02655', 'n163': '0.00672', 'n188': '0.00755', 'n215': '0.09733', 'n229': '0.02649', 'n288': '0.02095', 'n296': '0.02343', 'n332': '0.01080', 'n342': '0.01032', 'n410': '0.01801', 'n415': '0.01242', 'n429': '0.01130', 'n458': '0.00933', 'n469': '0.01598', 'n495': '0.01051', 'n506': '0.01134', 'n516': '0.01798', 'n519': '0.00975', 'n549': '0.01083', 'n613': '0.00781', 'n636': '0.00956', 'n644': '0.02178', 'n679': '0.02539', 'n722': '0.02239', 'n726': '0.01628', 'n740': '0.03076', 'n752': '0.02021', 'n769': '0.02477'}",0.36211984970041633,n1,"{'n1': '0.15774', 'n4': '0.07254', 'n31': '0.09682', 'n54': '0.01861', 'n105': '0.01876', 'n114': '0.02331', 'n163': '0.01614', 'n188': '0.01714', 'n215': '0.05899', 'n229': '0.02227', 'n288': '0.02824', 'n296': '0.02647', 'n332': '0.01797', 'n342': '0.01584', 'n410': '0.02083', 'n415': '0.01742', 'n429': '0.01462', 'n458': '0.01585', 'n469': '0.02035', 'n495': '0.01848', 'n506': '0.01830', 'n516': '0.02380', 'n519': '0.01762', 'n549': '0.02104', 'n613': '0.01660', 'n636': '0.01830', 'n644': '0.02023', 'n679': '0.02789', 'n722': '0.02544', 'n726': '0.02535', 'n740': '0.02887', 'n752': '0.03013', 'n769': '0.02804'}",0.30395571443079106,n1,"{'n1': '0.54995', 'n4': '0.05325', 'n31': '0.17660', 'n54': '0.01206', 'n105': '-0.00244', 'n114': '0.00420', 'n163': '-0.00426', 'n188': '-0.00077', 'n215': '0.06654', 'n229': '-0.00078', 'n288': '0.00545', 'n296': '0.01093', 'n332': '0.00087', 'n342': '-0.00123', 'n410': '0.00160', 'n415': '0.00136', 'n429': '-0.00175', 'n458': '-0.00071', 'n469': '0.00159', 'n495': '-0.00357', 'n506': '0.00536', 'n516': '0.01069', 'n519': '-0.00167', 'n549': '-0.00414', 'n613': '-0.00144', 'n636': '-0.00004', 'n644': '-0.00201', 'n679': '0.01102', 'n722': '0.00019', 'n726': '0.00495', 'n740': '0.00888', 'n752': '0.00143', 'n769': '0.01293'}",0.3468316766527877,n1,"{'n1': '0.28094', 'n4': '0.04050', 'n31': '0.14321', 'n54': '-0.01306', 'n105': '-0.01523', 'n114': '-0.00802', 'n163': '-0.00818', 'n188': '-0.01233', 'n215': '0.02039', 'n229': '-0.00663', 'n288': '-0.00460', 'n296': '0.00385', 'n332': '-0.00883', 'n342': '-0.00891', 'n410': '-0.00715', 'n415': '-0.00571', 'n429': '-0.00937', 'n458': '-0.00696', 'n469': '-0.01447', 'n495': '-0.00888', 'n506': '-0.00540', 'n516': '0.00169', 'n519': '-0.00463', 'n549': '-0.00451', 'n613': '-0.01030', 'n636': '-0.01213', 'n644': '-0.00255', 'n679': '-0.00525', 'n722': '-0.00538', 'n726': '-0.00450', 'n740': '0.00275', 'n752': '0.00185', 'n769': '-0.00430'}",0.25557067127043775,n1
n4,11,6065100,n4,0.022181919642857095,6048000,0.043068399234693855,6048000,4.268930376940616e-31,6048000,"{'n1': '0.10333', 'n4': '0.53824', 'n31': '0.19173', 'n54': '0.00687', 'n105': '0.00274', 'n114': '0.00472', 'n163': '0.00215', 'n188': '0.00260', 'n215': '0.02143', 'n229': '0.00730', 'n288': '0.00712', 'n296': '0.00708', 'n332': '0.00258', 'n342': '0.00235', 'n410': '0.00625', 'n415': '0.00329', 'n429': '0.00359', 'n458': '0.00414', 'n469': '0.00331', 'n495': '0.00244', 'n506': '0.00260', 'n516': '0.00370', 'n519': '0.00270', 'n549': '0.00275', 'n613': '0.00184', 'n636': '0.00261', 'n644': '0.00262', 'n679': '0.00616', 'n722': '0.00755', 'n726': '0.00812', 'n740': '0.01135', 'n752': '0.01009', 'n769': '0.01466'}",0.7807252320503707,n4,"{'n1': '0.12549', 'n4': '0.43200', 'n31': '0.14196', 'n54': '0.01388', 'n105': '0.00784', 'n114': '0.01039', 'n163': '0.00699', 'n188': '0.00612', 'n215': '0.01380', 'n229': '0.00781', 'n288': '0.01258', 'n296': '0.01317', 'n332': '0.00861', 'n342': '0.00731', 'n410': '0.01158', 'n415': '0.00853', 'n429': '0.01174', 'n458': '0.00987', 'n469': '0.00926', 'n495': '0.00697', 'n506': '0.00944', 'n516': '0.01137', 'n519': '0.00766', 'n549': '0.00796', 'n613': '0.00705', 'n636': '0.00772', 'n644': '0.00797', 'n679': '0.01083', 'n722': '0.01151', 'n726': '0.01237', 'n740': '0.01062', 'n752': '0.01398', 'n769': '0.01562'}",0.7997820168579263,n4,"{'n1': '0.25631', 'n4': '1.69561', 'n31': '0.65375', 'n54': '0.00708', 'n105': '0.00020', 'n114': '0.00107', 'n163': '0.00064', 'n188': '0.00134', 'n215': '0.01321', 'n229': '0.00504', 'n288': '0.00064', 'n296': '0.00940', 'n332': '0.00283', 'n342': '-0.00020', 'n410': '0.00052', 'n415': '0.00064', 'n429': '0.00325', 'n458': '0.00033', 'n469': '0.01157', 'n495': '0.00124', 'n506': '0.00113', 'n516': '0.00045', 'n519': '0.00254', 'n549': '0.00185', 'n613': '-0.00053', 'n636': '0.00040', 'n644': '0.00169', 'n679': '0.00365', 'n722': '0.00582', 'n726': '0.00158', 'n740': '0.01218', 'n752': '0.01169', 'n769': '0.01243'}",0.7928760515893165,n4,"{'n1': '0.22646', 'n4': '1.48415', 'n31': '0.31656', 'n54': '0.00525', 'n105': '0.00527', 'n114': '0.00467', 'n163': '0.00048', 'n188': '0.00036', 'n215': '0.00132', 'n229': '0.00005', 'n288': '0.00849', 'n296': '0.00635', 'n332': '0.00098', 'n342': '0.00408', 'n410': '0.00609', 'n415': '0.00024', 'n429': '0.00678', 'n458': '0.00096', 'n469': '0.00305', 'n495': '0.00213', 'n506': '0.00229', 'n516': '0.00181', 'n519': '-0.00219', 'n549': '0.00202', 'n613': '0.00057', 'n636': '0.00439', 'n644': '0.00075', 'n679': '0.00722', 'n722': '0.01201', 'n726': '0.00970', 'n740': '0.00489', 'n752': '0.01030', 'n769': '0.00977'}",0.7774138316238448,n4
n5,11,4625100,n31,0.3555484693877551,4579200,0.17625735189909297,1123200,7.3733779314871435e-09,4492800,"{'n1': '0.09425', 'n4': '0.15406', 'n31': '0.11655', 'n54': '0.03329', 'n105': '0.01356', 'n114': '0.02742', 'n163': '0.01116', 'n188': '0.01246', 'n215': '0.12931', 'n229': '0.02513', 'n288': '0.01616', 'n296': '0.01877', 'n332': '0.01308', 'n342': '0.01363', 'n410': '0.02339', 'n415': '0.01970', 'n429': '0.01731', 'n458': '0.01212', 'n469': '0.01550', 'n495': '0.01103', 'n506': '0.01516', 'n516': '0.02402', 'n519': '0.01234', 'n549': '0.01741', 'n613': '0.01105', 'n636': '0.01342', 'n644': '0.01918', 'n679': '0.01590', 'n722': '0.01883', 'n726': '0.01301', 'n740': '0.02938', 'n752': '0.01712', 'n769': '0.01531'}",0.04486117599268824,n4,"{'n1': '0.07763', 'n4': '0.08819', 'n31': '0.08934', 'n54': '0.02020', 'n105': '0.02434', 'n114': '0.02927', 'n163': '0.01975', 'n188': '0.02116', 'n215': '0.06860', 'n229': '0.02969', 'n288': '0.02485', 'n296': '0.02582', 'n332': '0.02116', 'n342': '0.02000', 'n410': '0.02224', 'n415': '0.02356', 'n429': '0.02000', 'n458': '0.01728', 'n469': '0.02529', 'n495': '0.02119', 'n506': '0.02185', 'n516': '0.02851', 'n519': '0.02105', 'n549': '0.02384', 'n613': '0.02160', 'n636': '0.01858', 'n644': '0.02159', 'n679': '0.02301', 'n722': '0.02747', 'n726': '0.02476', 'n740': '0.02874', 'n752': '0.02504', 'n769': '0.02438'}",0.0025425246267899437,n31,"{'n1': '-0.02489', 'n4': '0.08842', 'n31': '0.03487', 'n54': '-0.03884', 'n105': '-0.02409', 'n114': '-0.02743', 'n163': '-0.01429', 'n188': '-0.00792', 'n215': '-0.00006', 'n229': '-0.01800', 'n288': '-0.01467', 'n296': '-0.01181', 'n332': '-0.01582', 'n342': '-0.00245', 'n410': '-0.02780', 'n415': '-0.01601', 'n429': '-0.01616', 'n458': '-0.00944', 'n469': '-0.02472', 'n495': '-0.01751', 'n506': '-0.02204', 'n516': '-0.02929', 'n519': '-0.00779', 'n549': '-0.01231', 'n613': '-0.00669', 'n636': '-0.01001', 'n644': '-0.01669', 'n679': '-0.01237', 'n722': '-0.02005', 'n726': '-0.01543', 'n740': '-0.01627', 'n752': '-0.01266', 'n769': '-0.01342'}",0.020005833248705196,n4,"{'n1': '-0.02337', 'n4': '-0.01381', 'n31': '0.00114', 'n54': '-0.01746', 'n105': '-0.03820', 'n114': '-0.03036', 'n163': '-0.02495', 'n188': '-0.02457', 'n215': '0.00765', 'n229': '-0.02802', 'n288': '-0.02325', 'n296': '-0.04629', 'n332': '-0.03641', 'n342': '-0.01787', 'n410': '-0.00901', 'n415': '-0.01948', 'n429': '-0.01130', 'n458': '-0.02074', 'n469': '-0.02404', 'n495': '-0.03539', 'n506': '-0.04225', 'n516': '-0.03959', 'n519': '-0.02117', 'n549': '-0.04012', 'n613': '-0.02151', 'n636': '-0.02522', 'n644': '-0.02040', 'n679': '-0.03167', 'n722': '-0.03951', 'n726': '-0.04433', 'n740': '-0.03739', 'n752': '-0.03429', 'n769': '-0.03132'}",-0.08245820249822278,n215
n6,11,1245600,n4,0.054862439767573656,1209600,0.11122293969671204,1209600,2.6614821938985467e-14,1209600,"{'n1': '0.10466', 'n4': '0.37793', 'n31': '0.17826', 'n54': '0.02098', 'n105': '0.00661', 'n114': '0.01189', 'n163': '0.00465', 'n188': '0.00403', 'n215': '0.09824', 'n229': '0.00974', 'n288': '0.00674', 'n296': '0.00790', 'n332': '0.00426', 'n342': '0.00452', 'n410': '0.01741', 'n415': '0.00681', 'n429': '0.01514', 'n458': '0.00513', 'n469': '0.00519', 'n495': '0.00565', 'n506': '0.00763', 'n516': '0.01044', 'n519': '0.00695', 'n549': '0.00593', 'n613': '0.00546', 'n636': '0.00618', 'n644': '0.00789', 'n679': '0.00626', 'n722': '0.00830', 'n726': '0.00663', 'n740': '0.01269', 'n752': '0.00805', 'n769': '0.01183'}",0.6655169940083274,n4,"{'n1': '0.11688', 'n4': '0.28559', 'n31': '0.13969', 'n54': '0.02185', 'n105': '0.01430', 'n114': '0.01607', 'n163': '0.01078', 'n188': '0.01085', 'n215': '0.04625', 'n229': '0.01441', 'n288': '0.01434', 'n296': '0.01327', 'n332': '0.01027', 'n342': '0.01153', 'n410': '0.01793', 'n415': '0.01465', 'n429': '0.01817', 'n458': '0.01262', 'n469': '0.01604', 'n495': '0.01317', 'n506': '0.01591', 'n516': '0.01568', 'n519': '0.01142', 'n549': '0.01193', 'n613': '0.01180', 'n636': '0.01161', 'n644': '0.01399', 'n679': '0.01134', 'n722': '0.01633', 'n726': '0.01529', 'n740': '0.01388', 'n752': '0.01817', 'n769': '0.01398'}",0.6525473423377679,n4,"{'n1': '0.33217', 'n4': '1.17301', 'n31': '0.44502', 'n54': '0.03884', 'n105': '0.00185', 'n114': '0.00711', 'n163': '-0.00029', 'n188': '-0.00107', 'n215': '0.15970', 'n229': '-0.00053', 'n288': '-0.00065', 'n296': '0.00592', 'n332': '-0.00059', 'n342': '0.00286', 'n410': '0.00393', 'n415': '-0.00041', 'n429': '0.00319', 'n458': '0.00088', 'n469': '-0.00007', 'n495': '0.00023', 'n506': '-0.00152', 'n516': '0.00061', 'n519': '0.00140', 'n549': '-0.00077', 'n613': '0.00204', 'n636': '0.00203', 'n644': '0.00171', 'n679': '-0.00005', 'n722': '0.00285', 'n726': '0.00286', 'n740': '0.00283', 'n752': '0.00197', 'n769': '0.00288'}",0.6097795958159846,n4,"{'n1': '0.29914', 'n4': '0.74550', 'n31': '0.36860', 'n54': '0.01853', 'n105': '0.01283', 'n114': '0.00900', 'n163': '-0.00155', 'n188': '0.00151', 'n215': '0.07970', 'n229': '-0.00072', 'n288': '0.00580', 'n296': '0.00808', 'n332': '0.00669', 'n342': '0.00465', 'n410': '0.00694', 'n415': '0.00173', 'n429': '0.01175', 'n458': '0.00093', 'n469': '0.01147', 'n495': '0.00026', 'n506': '0.00730', 'n516': '0.00794', 'n519': '0.00838', 'n549': '0.00089', 'n613': '0.00598', 'n636': '0.00061', 'n644': '0.00073', 'n679': '0.00981', 'n722': '0.00539', 'n726': '0.00592', 'n740': '0.00896', 'n752': '0.01063', 'n769': '0.00644'}",0.6073763054737484,n4
n10,11,4958100,n1,0.2897711167800453,5011200,0.17027839781746024,1123200,2.8296812075469757e-08,4838400,"{'n1': '0.15752', 'n4': '0.08460', 'n31': '0.10422', 'n54': '0.02264', 'n105': '0.01284', 'n114': '0.02915', 'n163': '0.00945', 'n188': '0.00873', 'n215': '0.11477', 'n229': '0.02099', 'n288': '0.01691', 'n296': '0.02712', 'n332': '0.01135', 'n342': '0.01607', 'n410': '0.02211', 'n415': '0.01796', 'n429': '0.01478', 'n458': '0.01305', 'n469': '0.02239', 'n495': '0.01240', 'n506': '0.01385', 'n516': '0.02106', 'n519': '0.01178', 'n549': '0.01574', 'n613': '0.01168', 'n636': '0.01492', 'n644': '0.01746', 'n679': '0.01791', 'n722': '0.03005', 'n726': '0.02885', 'n740': '0.02664', 'n752': '0.02391', 'n769': '0.02711'}",0.10030007921194273,n1,"{'n1': '0.09211', 'n4': '0.06031', 'n31': '0.08227', 'n54': '0.02027', 'n105': '0.02488', 'n114': '0.03007', 'n163': '0.02069', 'n188': '0.01858', 'n215': '0.05866', 'n229': '0.02525', 'n288': '0.02479', 'n296': '0.02830', 'n332': '0.02235', 'n342': '0.02289', 'n410': '0.02279', 'n415': '0.02226', 'n429': '0.01974', 'n458': '0.02268', 'n469': '0.02608', 'n495': '0.02152', 'n506': '0.02319', 'n516': '0.02933', 'n519': '0.02339', 'n549': '0.02639', 'n613': '0.01831', 'n636': '0.02165', 'n644': '0.02076', 'n679': '0.02564', 'n722': '0.02738', 'n726': '0.02877', 'n740': '0.03183', 'n752': '0.02703', 'n769': '0.02982'}",0.04833219457702864,n1,"{'n1': '0.24657', 'n4': '-0.00268', 'n31': '0.11292', 'n54': '-0.00053', 'n105': '-0.00602', 'n114': '-0.03600', 'n163': '-0.00863', 'n188': '-0.00373', 'n215': '-0.02535', 'n229': '-0.00926', 'n288': '-0.00849', 'n296': '-0.00288', 'n332': '-0.00337', 'n342': '-0.00102', 'n410': '-0.01004', 'n415': '-0.01264', 'n429': '-0.00615', 'n458': '-0.00609', 'n469': '-0.01845', 'n495': '-0.00746', 'n506': '-0.00672', 'n516': '-0.02282', 'n519': '-0.00774', 'n549': '-0.01480', 'n613': '-0.00303', 'n636': '-0.00276', 'n644': '-0.02045', 'n679': '-0.00764', 'n722': '-0.00885', 'n726': '-0.00276', 'n740': '-0.00328', 'n752': '-0.00945', 'n769': '-0.00319'}",0.08563144104803488,n1,"{'n1': '0.02353', 'n4': '-0.03146', 'n31': '-0.00377', 'n54': '-0.04831', 'n105': '-0.04652', 'n114': '-0.04043', 'n163': '-0.02948', 'n188': '-0.04032', 'n215': '0.00930', 'n229': '-0.02778', 'n288': '-0.04694', 'n296': '-0.03713', 'n332': '-0.03382', 'n342': '-0.03462', 'n410': '-0.04319', 'n415': '-0.04563', 'n429': '-0.04579', 'n458': '-0.03960', 'n469': '-0.05256', 'n495': '-0.03663', 'n506': '-0.06061', 'n516': '-0.04375', 'n519': '-0.03250', 'n549': '-0.04417', 'n613': '-0.04169', 'n636': '-0.03026', 'n644': '-0.03914', 'n679': '-0.04916', 'n722': '-0.05352', 'n726': '-0.04399', 'n740': '-0.05219', 'n752': '-0.04538', 'n769': '-0.03540'}",-0.037726341017569,n1
n11,11,3715200,n31,0.3771192070578231,3715200,0.17624074369331066,1036800,1.0367576125489974e-08,3715200,"{'n1': '0.07299', 'n4': '0.11463', 'n31': '0.10263', 'n54': '0.02524', 'n105': '0.02002', 'n114': '0.03295', 'n163': '0.01263', 'n188': '0.01860', 'n215': '0.10407', 'n229': '0.03455', 'n288': '0.01815', 'n296': '0.02410', 'n332': '0.01617', 'n342': '0.01535', 'n410': '0.02770', 'n415': '0.02346', 'n429': '0.01822', 'n458': '0.01428', 'n469': '0.02576', 'n495': '0.01856', 'n506': '0.01964', 'n516': '0.02403', 'n519': '0.01243', 'n549': '0.02075', 'n613': '0.00773', 'n636': '0.02006', 'n644': '0.02370', 'n679': '0.01673', 'n722': '0.02147', 'n726': '0.01721', 'n740': '0.03314', 'n752': '0.02141', 'n769': '0.02164'}",0.0959227541383163,n4,"{'n1': '0.06093', 'n4': '0.06965', 'n31': '0.07198', 'n54': '0.02764', 'n105': '0.02616', 'n114': '0.02979', 'n163': '0.02304', 'n188': '0.02322', 'n215': '0.05632', 'n229': '0.02996', 'n288': '0.02316', 'n296': '0.02526', 'n332': '0.02319', 'n342': '0.02361', 'n410': '0.02760', 'n415': '0.02546', 'n429': '0.02646', 'n458': '0.02253', 'n469': '0.02808', 'n495': '0.02550', 'n506': '0.02405', 'n516': '0.02943', 'n519': '0.02360', 'n549': '0.02576', 'n613': '0.02365', 'n636': '0.02181', 'n644': '0.02369', 'n679': '0.02310', 'n722': '0.02808', 'n726': '0.02563', 'n740': '0.02942', 'n752': '0.02562', 'n769': '0.02659'}",0.032091723367523084,n31,"{'n1': '0.00379', 'n4': '0.04679', 'n31': '0.02047', 'n54': '-0.03132', 'n105': '-0.01878', 'n114': '-0.00644', 'n163': '-0.01391', 'n188': '-0.00929', 'n215': '0.00018', 'n229': '-0.01644', 'n288': '-0.00281', 'n296': '-0.00470', 'n332': '-0.01056', 'n342': '-0.00555', 'n410': '-0.00275', 'n415': '-0.02271', 'n429': '-0.02073', 'n458': '-0.00612', 'n469': '-0.02041', 'n495': '-0.00178', 'n506': '-0.01254', 'n516': '-0.00217', 'n519': '-0.00971', 'n549': '-0.01178', 'n613': '-0.00454', 'n636': '-0.01412', 'n644': '-0.02249', 'n679': '-0.00230', 'n722': '-0.01303', 'n726': '-0.01120', 'n740': '-0.00530', 'n752': '-0.00853', 'n769': '-0.00929'}",0.04742498629024061,n4,"{'n1': '-0.00557', 'n4': '-0.01756', 'n31': '-0.02463', 'n54': '-0.04504', 'n105': '-0.03633', 'n114': '-0.02915', 'n163': '-0.02461', 'n188': '-0.04352', 'n215': '-0.01159', 'n229': '-0.05042', 'n288': '-0.03736', 'n296': '-0.03407', 'n332': '-0.04087', 'n342': '-0.04474', 'n410': '-0.05116', 'n415': '-0.04962', 'n429': '-0.05598', 'n458': '-0.04473', 'n469': '-0.03644', 'n495': '-0.04494', 'n506': '-0.03928', 'n516': '-0.03328', 'n519': '-0.05364', 'n549': '-0.04533', 'n613': '-0.04144', 'n636': '-0.03004', 'n644': '-0.03672', 'n679': '-0.04055', 'n722': '-0.03273', 'n726': '-0.04027', 'n740': '-0.03215', 'n752': '-0.03119', 'n769': '-0.04085'}",0.00018612775464610376,n1
n14,11,838800,n4,0.28917322137188206,777600,0.16403371244331066,864000,7.605755282547383e-22,777600,"{'n1': '0.06430', 'n4': '0.18429', 'n31': '0.16831', 'n54': '0.02662', 'n105': '0.01021', 'n114': '0.02966', 'n163': '0.00777', 'n188': '0.00940', 'n215': '0.10399', 'n229': '0.02339', 'n288': '0.01850', 'n296': '0.02120', 'n332': '0.01028', 'n342': '0.00975', 'n410': '0.04034', 'n415': '0.01348', 'n429': '0.01958', 'n458': '0.00678', 'n469': '0.01445', 'n495': '0.01109', 'n506': '0.01155', 'n516': '0.02201', 'n519': '0.01128', 'n549': '0.01253', 'n613': '0.00618', 'n636': '0.01810', 'n644': '0.01618', 'n679': '0.02281', 'n722': '0.01937', 'n726': '0.01430', 'n740': '0.01897', 'n752': '0.01784', 'n769': '0.01546'}",0.4896087661216615,n4,"{'n1': '0.10036', 'n4': '0.13036', 'n31': '0.10697', 'n54': '0.02033', 'n105': '0.02347', 'n114': '0.02777', 'n163': '0.01595', 'n188': '0.01507', 'n215': '0.06411', 'n229': '0.02148', 'n288': '0.02469', 'n296': '0.02613', 'n332': '0.01838', 'n342': '0.01540', 'n410': '0.01949', 'n415': '0.01703', 'n429': '0.02183', 'n458': '0.01696', 'n469': '0.02250', 'n495': '0.01931', 'n506': '0.02151', 'n516': '0.02118', 'n519': '0.01588', 'n549': '0.01701', 'n613': '0.01499', 'n636': '0.01747', 'n644': '0.01804', 'n679': '0.02013', 'n722': '0.02480', 'n726': '0.02247', 'n740': '0.02928', 'n752': '0.02399', 'n769': '0.02569'}",0.4616882136691378,n4,"{'n1': '0.02775', 'n4': '0.26437', 'n31': '0.24705', 'n54': '-0.00336', 'n105': '-0.00538', 'n114': '-0.02043', 'n163': '-0.00271', 'n188': '-0.00429', 'n215': '0.12341', 'n229': '-0.00993', 'n288': '-0.00820', 'n296': '-0.01131', 'n332': '-0.00525', 'n342': '-0.01107', 'n410': '-0.01482', 'n415': '-0.00642', 'n429': '-0.00748', 'n458': '0.00303', 'n469': '0.00071', 'n495': '-0.01190', 'n506': '-0.00425', 'n516': '0.00037', 'n519': '-0.00689', 'n549': '-0.00486', 'n613': '-0.00511', 'n636': '-0.01154', 'n644': '-0.00739', 'n679': '-0.01396', 'n722': '-0.00311', 'n726': '0.00109', 'n740': '-0.01617', 'n752': '0.00009', 'n769': '-0.00644'}",0.4609812044277446,n4,"{'n1': '0.05938', 'n4': '0.12832', 'n31': '0.11782', 'n54': '0.00067', 'n105': '-0.00430', 'n114': '0.00147', 'n163': '-0.00712', 'n188': '-0.00937', 'n215': '0.06391', 'n229': '-0.01235', 'n288': '-0.01186', 'n296': '-0.00595', 'n332': '-0.01293', 'n342': '-0.00954', 'n410': '-0.01399', 'n415': '-0.00686', 'n429': '-0.00247', 'n458': '-0.01202', 'n469': '0.00072', 'n495': '-0.00530', 'n506': '0.00414', 'n516': '0.00275', 'n519': '-0.00531', 'n549': '-0.00145', 'n613': '-0.00862', 'n636': '-0.01299', 'n644': '0.00031', 'n679': '-0.00841', 'n722': '-0.00254', 'n726': '-0.00099', 'n740': '-0.01011', 'n752': '-0.00649', 'n769': '-0.01176'}",0.4504725581395349,n4
n15,11,824400,n31,0.3020213293650793,777600,0.17360446782879824,777600,9.59425719404897e-20,777600,"{'n1': '0.13748', 'n4': '0.09614', 'n31': '0.13894', 'n54': '0.07618', 'n105': '0.01088', 'n114': '0.02861', 'n163': '0.00736', 'n188': '0.00765', 'n215': '0.12063', 'n229': '0.02611', 'n288': '0.01328', 'n296': '0.01788', 'n332': '0.00969', 'n342': '0.00891', 'n410': '0.03769', 'n415': '0.01655', 'n429': '0.03198', 'n458': '0.00740', 'n469': '0.01830', 'n495': '0.00874', 'n506': '0.01082', 'n516': '0.01599', 'n519': '0.00974', 'n549': '0.01200', 'n613': '0.00901', 'n636': '0.01569', 'n644': '0.01318', 'n679': '0.01051', 'n722': '0.01493', 'n726': '0.01206', 'n740': '0.02525', 'n752': '0.01505', 'n769': '0.01539'}",0.4348426038387325,n31,"{'n1': '0.13135', 'n4': '0.07788', 'n31': '0.10712', 'n54': '0.03919', 'n105': '0.02034', 'n114': '0.02444', 'n163': '0.01785', 'n188': '0.01880', 'n215': '0.05555', 'n229': '0.02478', 'n288': '0.02041', 'n296': '0.02289', 'n332': '0.01630', 'n342': '0.02282', 'n410': '0.04113', 'n415': '0.02001', 'n429': '0.03066', 'n458': '0.01642', 'n469': '0.02221', 'n495': '0.01690', 'n506': '0.01989', 'n516': '0.01798', 'n519': '0.01895', 'n549': '0.01836', 'n613': '0.01615', 'n636': '0.01868', 'n644': '0.01807', 'n679': '0.01878', 'n722': '0.01971', 'n726': '0.02106', 'n740': '0.02458', 'n752': '0.02224', 'n769': '0.01849'}",0.40533398598557946,n1,"{'n1': '0.28400', 'n4': '0.01287', 'n31': '0.12390', 'n54': '0.04314', 'n105': '-0.00438', 'n114': '0.00272', 'n163': '-0.00391', 'n188': '-0.00307', 'n215': '0.04979', 'n229': '-0.00107', 'n288': '-0.00321', 'n296': '-0.00876', 'n332': '0.00133', 'n342': '-0.00216', 'n410': '0.00970', 'n415': '-0.00241', 'n429': '0.00431', 'n458': '-0.00196', 'n469': '-0.00131', 'n495': '-0.00898', 'n506': '-0.01004', 'n516': '-0.00562', 'n519': '0.00355', 'n549': '-0.00019', 'n613': '0.00266', 'n636': '0.00071', 'n644': '-0.00288', 'n679': '-0.00799', 'n722': '-0.00174', 'n726': '0.00214', 'n740': '0.00908', 'n752': '-0.00003', 'n769': '-0.00182'}",0.40665782471818834,n1,"{'n1': '0.17632', 'n4': '0.07935', 'n31': '0.10259', 'n54': '0.04540', 'n105': '-0.00712', 'n114': '-0.00115', 'n163': '0.00297', 'n188': '-0.00590', 'n215': '0.02471', 'n229': '-0.00183', 'n288': '0.00682', 'n296': '0.00444', 'n332': '-0.00382', 'n342': '0.00265', 'n410': '0.01908', 'n415': '0.00408', 'n429': '0.03369', 'n458': '-0.00199', 'n469': '-0.00472', 'n495': '-0.00111', 'n506': '-0.00032', 'n516': '-0.00307', 'n519': '0.00020', 'n549': '-0.00822', 'n613': '-0.00265', 'n636': '0.00197', 'n644': '0.00376', 'n679': '0.00740', 'n722': '0.00825', 'n726': '0.01079', 'n740': '0.01077', 'n752': '0.00184', 'n769': '0.00570'}",0.3808718269523713,n1
