leak_node,leak_diam_mm,leak_at,closest_sensor,dd_auc_d3,dd_timepoint_d3,dd_score_d3,dd_auc_ks,dd_timepoint_ks,dd_score_ks
n489,11,2561400,n105,0.9850746268656717,2592000,0.04404053287981857,0.75,2592000,0.7633928571428572
n493,11,886500,n506,1.0,864000,0.03933708900226751,0.8333333333333333,864000,0.7068452380952381
n497,11,1404000,n495,0.95,1382400,0.09314103245464844,0.5,1382400,0.8333333333333334
n499,11,5003100,n114,0.9925373134328358,5011200,0.012655452806122347,0.9,5011200,0.7261904761904762
n500,11,3807900,n105,1.0,3801600,0.04562606292517002,0.6,3801600,0.8154761904761905
n502,11,3152700,n506,1.0,3110400,0.05964338860544205,0.75,3110400,0.7827380952380952
n505,11,5976000,n105,0.95,5961600,0.06698864441609964,0.75,5961600,0.7767857142857143
n507,11,6402600,n506,0.9925373134328358,6393600,0.03589808319161003,0.8,6393600,0.7648809523809523
n509,11,2916900,n506,1.0,2937600,0.03548619968820854,0.7,2937600,0.7604166666666666
n510,11,3821400,n495,0.9925373134328358,3801600,0.0963143069727892,0.5,3801600,0.8363095238095238
n513,11,5074200,n114,0.9925373134328358,5097600,0.04182831986961444,0.8,5011200,0.8005952380952381
n514,11,4374900,n516,0.9925373134328358,4406400,0.030209219104308405,0.95,4406400,0.6235119047619048
n516,11,1457100,n516,0.9925373134328358,1468800,0.01061596513605445,0.9,1468800,0.6175595238095238
n518,11,3444300,n332,0.95,3456000,0.06328833616780039,0.65,3456000,0.78125
n521,11,4855500,n519,1.0,4838400,0.11253277352607705,0.55,4838400,0.8154761904761905
n522,11,2006100,n495,0.95,2073600,0.11927127621882083,0.65,1987200,0.7693452380952381
n525,11,2482200,n332,1.0,2505600,0.12116461167800452,0.65,2505600,0.7946428571428572
n526,11,931500,n516,0.9926470588235294,950400,0.019409456490929622,0.9444444444444444,864000,0.6101190476190477
n529,11,5830200,n519,1.0,5875200,0.10439032383786839,0.75,5788800,0.7797619047619048
n534,11,3819600,n519,1.0,3801600,0.11587213010204078,0.5,3801600,0.8288690476190477
n536,11,616500,n163,0.9166666666666667,604800,0.08952487244897955,0.75,777600,0.78125
n537,11,4437900,n332,1.0,4406400,0.11623086734693855,0.65,4406400,0.8095238095238095
n538,11,6550200,n332,0.9850746268656717,6566400,0.07149057539682524,0.65,6480000,0.8125
n541,11,4573800,n332,0.9925373134328358,4579200,0.04681742488662133,0.8,4492800,0.7678571428571428
n542,11,5668200,n163,1.0,5702400,0.13194665887188206,0.65,5702400,0.7767857142857143
n545,11,5908500,n549,0.9925373134328358,5875200,0.03010735544217691,0.85,5875200,0.7351190476190477
n547,11,6075000,n549,1.0,6048000,0.03952974418934241,0.85,6048000,0.7574404761904762
n549,11,6038100,n549,0.9925373134328358,6048000,0.011692176870748305,0.85,5961600,0.7351190476190477
n552,11,5548500,n163,1.0,5616000,0.1549567743764172,0.7,5443200,0.8020833333333334
n553,11,2057400,n332,0.95,2073600,0.10611093395691606,0.7,1987200,0.7827380952380952
n555,11,3289500,n188,1.0,3283200,0.08664833120748305,0.65,3283200,0.7916666666666666
n556,11,3784500,n163,0.95,3801600,0.09328054138321995,0.55,3801600,0.8229166666666666
n557,11,1120500,n163,1.0,1123200,0.07077531533446713,0.85,1123200,0.7663690476190477
n559,11,5501700,n188,1.0,5529600,0.14498963647959173,0.7,5443200,0.7916666666666666
n561,11,3038400,n188,1.0,3024000,0.0914425666099774,0.6,3024000,0.8050595238095238
n564,11,5198400,n188,0.9925373134328358,5184000,0.08741452310090703,0.55,5270400,0.8229166666666666
n566,11,2918700,n188,1.0,2937600,0.07814271541950113,0.65,2937600,0.7827380952380952
n568,11,5495400,n163,1.0,5443200,0.17091393849206338,0.7,5443200,0.8065476190476191
n570,11,6856200,n188,1.0,6825600,0.08857931193310653,0.5,6739200,0.8288690476190477
n572,11,1522800,n188,1.0,1468800,0.10081623795351469,0.65,1555200,0.8110119047619048
n573,11,5911200,n163,0.95,5961600,0.11929784934807264,0.7,5875200,0.7931547619047619
n575,11,2818800,n188,0.95,2851200,0.09255199475623577,0.65,2851200,0.7991071428571428
n577,11,4343400,n458,0.95,4320000,0.17181742488662133,0.6,4320000,0.8035714285714286
n578,11,2884500,n458,0.95,2851200,0.1902104591836734,0.6,2851200,0.8125
n580,11,5521500,n163,0.9425373134328358,5529600,0.1206862953514739,0.7,5443200,0.8020833333333334
n582,11,3615300,n188,1.0,3628800,0.0732687606292517,0.65,3542400,0.8035714285714286
n584,11,3009600,n342,0.95,3024000,0.1598661600056689,0.6,3024000,0.8050595238095238
n587,11,3571200,n613,1.0,3628800,0.14959564554988658,0.6,3542400,0.7946428571428572
n590,11,5744700,n188,1.0,5788800,0.12397693452380942,0.7,5702400,0.7782738095238095
n591,11,2784600,n188,1.0,2764800,0.07502037273242634,0.7,2764800,0.7961309523809523
n592,11,4691700,n613,1.0,4665600,0.11034934807256236,0.65,4665600,0.7991071428571428
n594,11,1542600,n188,0.95,1555200,0.10645859906462585,0.65,1555200,0.8035714285714286
n596,11,2018700,n613,1.0,2073600,0.13370934311224492,0.7,1987200,0.7678571428571428
n598,11,3704400,n613,1.0,3715200,0.05765040391156473,0.6,3715200,0.8214285714285714
n600,11,5507100,n342,0.9425373134328358,5529600,0.15435223568594103,0.7,5443200,0.7961309523809523
n603,11,3399300,n613,0.95,3369600,0.11513694019274379,0.7,3369600,0.7991071428571428
n605,11,5598000,n188,0.9925373134328358,5616000,0.10053500566893425,0.75,5616000,0.7767857142857143
n607,11,6120000,n613,0.95,6134400,0.09311003047052147,0.65,6134400,0.8125
n609,11,1887300,n613,1.0,1900800,0.06658783304988658,0.7,1900800,0.7455357142857143
n611,11,5142600,n613,1.0,5097600,0.0493485154478458,0.8,5184000,0.8005952380952381
n613,11,4800600,n613,1.0,4838400,0.03312562003968267,0.7,4838400,0.7604166666666666
n614,11,2823300,n613,1.0,2851200,0.09184116354875282,0.65,2851200,0.7857142857142857
n615,11,3598200,n613,1.0,3628800,0.06934479520975068,0.65,3542400,0.7946428571428572
n617,11,4644000,n613,1.0,4665600,0.09619915674603163,0.7,4665600,0.7827380952380952
n619,11,6750900,n613,0.95,6739200,0.0789731257086167,0.55,6739200,0.8050595238095238
n621,11,607500,n613,1.0,604800,0.06310010983560088,0.8333333333333333,777600,0.7767857142857143
n622,11,2844900,n613,0.9925373134328358,2851200,0.06843687996031744,0.7,2851200,0.7767857142857143
n623,11,2719800,n229,0.9925373134328358,2678400,0.03326070011337867,1.0,2678400,0.33779761904761907
n624,11,2153700,n215,0.9925373134328358,2160000,0.00983870110544216,0.9925373134328358,2160000,0.01041666666666663
n625,11,3773700,n215,0.9925373134328358,3801600,0.030902334892290106,0.9850746268656717,3801600,0.05654761904761907
n626,11,6397200,n229,0.9925373134328358,6393600,0.0011448589852608437,0.9925373134328358,6393600,0.055059523809523836
n627,11,4880700,n636,0.8,4838400,0.28410218253968256,0.5,4838400,0.8348214285714286
n628,11,5076900,n342,0.8,5097600,0.2925302933673469,0.5,5011200,0.8497023809523809
n632,11,5431500,n636,0.95,5443200,0.23453443877551017,0.55,5443200,0.7976190476190477
n634,11,2979900,n636,0.9,2937600,0.19601225907029474,0.65,2937600,0.8005952380952381
n636,11,4032900,n636,0.95,4060800,0.12448625283446713,0.5,3888000,0.8333333333333334
n638,11,3861900,n229,0.9925373134328358,3888000,0.07205968324829937,0.6,3888000,0.7842261904761905
n640,11,3864600,n229,0.9925373134328358,3888000,0.027737918083900248,0.75,3888000,0.7470238095238095
n643,11,5585400,n644,0.9925373134328358,5616000,0.08127170138888884,0.75,5616000,0.7440476190476191
n646,11,2179800,n644,1.0,2160000,0.12713249362244894,0.65,2160000,0.7916666666666666
n648,11,4373100,n644,1.0,4320000,0.12595220379818595,0.7,4406400,0.7827380952380952
n649,11,4093200,n644,1.0,4060800,0.10142963435374153,0.5,4233600,0.8273809523809523
n651,11,6456600,n644,1.0,6480000,0.09720672123015872,0.65,6393600,0.8080357142857143
n652,11,6473700,n644,0.9925373134328358,6480000,0.1153473107993197,0.65,6480000,0.8169642857142857
n653,11,6030000,n644,1.0,6048000,0.1012347647392291,0.75,5788800,0.7976190476190477
n655,11,1855800,n644,1.0,1814400,0.11977173681972775,0.75,1814400,0.7738095238095238
n657,11,5462100,n644,0.9925373134328358,5443200,0.1028402246315192,0.75,5443200,0.7544642857142857
n658,11,1229400,n644,0.9925373134328358,1209600,0.08061401643990918,0.6925373134328358,1209600,0.7961309523809523
n659,11,2696400,n636,1.0,2678400,0.13146169926303852,0.6,2592000,0.8154761904761905
n661,11,4404600,n679,0.9925373134328358,4406400,0.09433017998866222,0.65,4406400,0.8005952380952381
n663,11,5499000,n679,1.0,5529600,0.10932185374149661,0.7,5529600,0.7738095238095238
n665,11,5271300,n679,0.9925373134328358,5270400,0.08270665036848068,0.65,5443200,0.7886904761904762
n667,11,5169600,n215,0.9925373134328358,5184000,0.020031710600907027,0.9850746268656717,5184000,0.0267857142857143
n669,11,3075300,n679,0.9,3110400,0.21951840632086161,0.5,3024000,0.8467261904761905
n671,11,1293300,n679,0.9,1296000,0.17154283588435382,0.5,864000,0.8452380952380952
n673,11,6638400,n644,1.0,6652800,0.07322225765306123,0.75,6566400,0.7827380952380952
n675,11,6142500,n644,0.9925373134328358,6134400,0.07383565405328796,0.8,6134400,0.7797619047619048
n676,11,2336400,n288,0.9425373134328358,2332800,0.06461034934807242,0.6,2332800,0.7886904761904762
n680,11,5564700,n679,0.9925373134328358,5529600,0.05360907383786839,0.8,5616000,0.7291666666666667
n682,11,2892600,n288,0.9925373134328358,2851200,0.06054244614512472,0.7,2851200,0.7544642857142857
n685,11,2260800,n726,0.9925373134328358,2246400,0.05680006377551017,0.8,2246400,0.7797619047619048
n687,11,6551100,n288,0.9925373134328358,6566400,0.05606708829365081,0.8,6566400,0.7574404761904762
n688,11,2072700,n288,0.9925373134328358,2073600,0.04558620323129248,0.75,1987200,0.7351190476190477
n690,11,1691100,n726,0.9925373134328358,1728000,0.0664815405328798,0.7,1641600,0.7619047619047619
n691,11,784800,n288,1.0,777600,0.03825201955782309,0.875,777600,0.6994047619047619
n693,11,945000,n296,0.8888888888888888,950400,0.2604587407879818,0.6111111111111112,864000,0.8169642857142857
n695,11,2409300,n740,0.7,2419200,0.3578780470521543,0.5,777600,0.8571428571428572
n697,11,4107600,n288,0.9925373134328358,4060800,0.06965702947845809,0.8,3974400,0.7961309523809523
n699,11,5111100,n288,1.0,5097600,0.051751169217687076,0.85,5097600,0.7931547619047619
n701,11,6869700,n296,1.0,6825600,0.04028043509070289,0.9444444444444444,6825600,0.7336309523809523
n704,11,6270300,n288,0.9925373134328358,6220800,0.07469042304421769,0.8,6307200,0.7678571428571428
n709,11,1141200,n296,0.9925373134328358,1123200,0.02199147888321995,0.8425373134328358,864000,0.71875
n711,11,3961800,n740,0.9925373134328358,3974400,0.026863219246031633,0.9,3888000,0.7276785714285714
n714,11,3660300,n288,1.0,3628800,0.05367550666099774,0.7,3542400,0.7767857142857143
n716,11,7137900,n288,0.9929577464788732,7171200,0.06944223001700689,0.75,7171200,0.7723214285714286
n719,11,5247900,n722,0.9925373134328358,5270400,0.02170360331632648,0.9425373134328358,5270400,0.6696428571428572
n721,11,4848300,n722,1.0,4838400,0.0133286387471655,0.95,4838400,0.5982142857142857
n722,11,2037600,n722,0.9850746268656717,1987200,0.030787184665532985,0.95,1987200,0.5639880952380952
n725,11,5900400,n296,0.9925373134328358,5875200,0.024693080357142794,0.9425373134328358,5875200,0.6458333333333333
n726,11,5738400,n726,0.9925373134328358,5702400,0.04738431831065748,0.85,5702400,0.6755952380952381
n727,11,3435300,n726,0.9925373134328358,3456000,0.03010735544217691,0.8,3456000,0.7098214285714286
n729,11,4248900,n726,1.0,4233600,0.037895496740362744,0.9,4233600,0.7261904761904762
n731,11,3550500,n722,0.9425373134328358,3542400,0.03168181335034004,0.75,3542400,0.71875
n734,11,2403000,n726,0.9925373134328358,2419200,0.03740167942176875,0.75,2419200,0.75
n735,11,1692000,n296,0.9850746268656717,1728000,0.028251665249433233,0.85,1641600,0.6354166666666667
n737,11,5441400,n296,0.9925373134328358,5443200,0.0029341163548752824,0.9,5443200,0.5967261904761905
n739,11,5674500,n740,1.0,5702400,0.036053093112244916,1.0,5702400,0.5446428571428572
n742,11,645300,n752,0.9929577464788732,604800,0.05367772108843527,0.9166666666666667,777600,0.7395833333333333
n744,11,6140700,n722,0.9925373134328358,6134400,0.05370650864512472,0.85,6134400,0.7544642857142857
n747,11,6948000,n740,0.875,6912000,0.3099932681405896,0.5,777600,0.8571428571428572
n749,11,6282000,n740,0.95,6307200,0.16465375212585032,0.65,6220800,0.78125
n751,11,7132500,n752,0.9929577464788732,7084800,0.04868197278911568,0.8333333333333333,7171200,0.7127976190476191
n753,11,1390500,n752,0.9925373134328358,1382400,0.015233046343537282,0.85,1382400,0.7470238095238095
n755,11,6343200,n752,0.9925373134328358,6307200,0.046954719387755084,0.85,6307200,0.7172619047619048
n757,11,3738600,n752,0.9925373134328358,3715200,0.04234649589002282,0.8,3715200,0.7619047619047619
n760,11,2217600,n752,0.9850746268656717,2246400,0.04831437783446724,0.85,2160000,0.7738095238095238
n763,11,1900800,n752,0.9925373134328358,1900800,0.029232656604308294,0.85,1900800,0.7127976190476191
n765,11,6533100,n740,0.95,6566400,0.0796928146258502,0.8,6566400,0.7455357142857143
n767,11,5734800,n769,1.0,5702400,0.05703700751133778,0.85,5702400,0.6651785714285714
n769,11,4423500,n769,0.9925373134328358,4406400,0.0214312287414965,0.9,4406400,0.6309523809523809
n772,11,4029300,n769,0.9850746268656717,3974400,0.06690892502834467,0.8,3974400,0.7723214285714286
n779,11,974700,n342,0.85,950400,0.1970995429421769,0.75,864000,0.7589285714285714
n781,11,4714200,n342,0.95,4665600,0.2480092297335601,0.55,4665600,0.8229166666666666
n782,11,2441700,n342,0.9,2419200,0.2285643424036281,0.6,2419200,0.7901785714285714
n3,15,6858900,n31,1.0,6825600,0.08376957553854869,0.7777777777777778,6998400,0.7574404761904762
n4,15,1499400,n4,0.9850746268656717,1468800,0.007675205498866244,0.9850746268656717,1468800,0.375
n5,15,3969900,n31,1.0,3974400,0.23137445082199548,0.7,3974400,0.7604166666666666
n6,15,1587600,n4,0.9850746268656717,1555200,0.03392502834467126,0.95,1555200,0.5163690476190477
n10,15,6513300,n1,1.0,6566400,0.07739423894557818,0.7,6480000,0.7559523809523809
n11,15,4030200,n31,0.9425373134328358,4060800,0.31805599844104293,0.7925373134328358,4320000,0.7708333333333334
n14,15,5526000,n4,0.95,5529600,0.12185994189342408,0.75,5529600,0.7008928571428572
n15,15,4520700,n31,0.95,4492800,0.18159855087868482,0.8,4579200,0.7261904761904762
n17,15,4725000,n31,0.85,4752000,0.2585321889172336,0.7925373134328358,4752000,0.7098214285714286
n18,15,4994100,n31,0.9425373134328358,5011200,0.27952938988095244,0.6425373134328358,5356800,0.7901785714285714
n22,15,2943900,n1,0.9925373134328358,2937600,0.07943594104308394,0.75,2937600,0.7514880952380952
n23,15,6173100,n31,0.85,6220800,0.2637737386621315,0.85,6220800,0.7113095238095238
n25,15,3867300,n31,0.9425373134328358,3888000,0.2690750779478458,0.7850746268656716,3888000,0.7038690476190477
n26,15,5121000,n31,0.9,5097600,0.31218555130385495,0.65,5097600,0.8020833333333334
n32,15,6613200,n31,0.95,6566400,0.14268663194444442,0.7,6652800,0.7901785714285714
n33,15,5907600,n31,0.8925373134328357,5961600,0.30162051799886624,0.8,5961600,0.7470238095238095
n34,15,4326300,n31,0.85,4492800,0.29454320790816335,0.75,4406400,0.7574404761904762
n37,15,3750300,n31,0.85,3715200,0.32581535218253965,0.7925373134328358,3715200,0.7351190476190477
n38,15,6728400,n31,0.85,6739200,0.28433912627551017,0.75,6739200,0.7410714285714286
n40,15,4644000,n31,0.9,4665600,0.26928766298185935,0.8,4665600,0.6904761904761905
n41,15,3891600,n31,1.0,3888000,0.13771302791950113,0.8425373134328358,3888000,0.7291666666666667
n43,15,1777500,n31,0.85,1814400,0.2935577876984127,0.7,1728000,0.7083333333333333
n44,15,6087600,n54,0.75,6134400,0.3453067424886622,0.65,6220800,0.78125
n46,15,6956100,n54,0.9927536231884059,6912000,0.02971318735827666,1.0,6998400,0.6532738095238095
n48,15,4104000,n410,0.9850746268656717,4060800,0.024544713718820832,0.95,4060800,0.5773809523809523
n50,15,3922200,n410,0.9925373134328358,3888000,0.024099613803854947,1.0,3888000,0.5580357142857143
n51,15,2515500,n415,0.9925373134328358,2505600,0.00643734056122458,0.9,2505600,0.5997023809523809
n52,15,6147000,n415,0.95,6134400,0.1876926551870748,0.85,6134400,0.7410714285714286
n58,15,2427300,n415,0.9925373134328358,2419200,0.007916578089569137,0.9,2419200,0.5997023809523809
n61,15,6796800,n54,0.8,6825600,0.33531746031746024,0.75,6825600,0.7678571428571428
n63,15,5305500,n429,0.9,5270400,0.2908052543934241,0.85,5270400,0.7247023809523809
n64,15,2648700,n54,0.85,2678400,0.311202345521542,0.85,2678400,0.6800595238095238
n67,15,6250500,n54,0.9,6220800,0.28235721371882083,0.8,6220800,0.7604166666666666
n68,15,6337800,n410,0.9925373134328358,6307200,0.012941113945578175,0.95,6307200,0.5863095238095238
n71,15,4447800,n519,1.0,4492800,0.20583324475623588,0.85,4406400,0.7157738095238095
n72,15,4176900,n54,0.85,4147200,0.2882055165816326,0.8,4233600,0.7366071428571428
n74,15,5225400,n54,0.95,5184000,0.2631714143990931,0.9,5184000,0.7366071428571428
n75,15,2367900,n410,0.9925373134328358,2332800,0.017839427437641775,1.0,2332800,0.5520833333333333
n77,15,2628900,n458,0.9,2592000,0.2739357461734693,0.85,2592000,0.7053571428571428
n78,15,3847500,n519,0.9925373134328358,3801600,0.07357213718820854,0.95,3888000,0.7276785714285714
n79,15,1175400,n458,0.9,1209600,0.2511160714285714,0.9,1209600,0.6607142857142857
n82,15,5865300,n410,0.9925373134328358,5875200,0.0663951778628118,0.95,5875200,0.6785714285714286
n83,15,2710800,n429,0.85,2678400,0.3007391758786848,0.85,2764800,0.7157738095238095
n86,15,2332800,n429,0.85,2332800,0.2903867276077098,0.85,2332800,0.6964285714285714
n87,15,2607300,n342,0.9,2592000,0.24161174886621317,0.8,2592000,0.7068452380952381
n91,15,3080700,n458,0.9925373134328358,3110400,0.03222877692743764,0.9,3110400,0.6339285714285714
n96,15,2961900,n105,0.9925373134328358,2937600,0.015766723356009038,0.95,2937600,0.5580357142857143
n97,15,4586400,n469,0.9925373134328358,4579200,0.0009588470804988702,0.95,4579200,0.5729166666666667
n98,15,1198800,n105,0.9925373134328358,1209600,0.007668562216553321,1.0,1209600,0.5952380952380952
n100,15,1624500,n105,0.9925373134328358,1641600,0.015213116496598622,0.85,1641600,0.6041666666666667
n101,15,1716300,n105,0.9925373134328358,1728000,0.01379588293650802,0.9,1728000,0.5595238095238095
n104,15,2309400,n114,0.9850746268656717,2332800,0.016036883503401378,1.0,2332800,0.5193452380952381
n105,15,3428100,n105,0.9925373134328358,3456000,0.027846425028344668,0.95,3456000,0.6101190476190477
n106,15,5720400,n114,0.9925373134328358,5702400,0.007998511904761862,0.95,5702400,0.5565476190476191
n107,15,1730700,n105,0.9925373134328358,1728000,0.0025709502551019003,0.9,1728000,0.5997023809523809
n111,15,5812200,n495,0.5,777600,0.44294306264172334,0.5,777600,0.8571428571428572
n112,15,2181600,n495,0.9925373134328358,2160000,0.004568363803854836,0.9,2160000,0.6532738095238095
n113,15,1078200,n105,0.9925373134328358,1036800,0.016070099914965996,0.9,1036800,0.6517857142857143
n114,15,3663000,n114,0.9850746268656717,3628800,0.019376240079365004,1.0,3628800,0.49404761904761907
n115,15,3609900,n495,0.9925373134328358,3628800,0.07263986323696137,0.7,3542400,0.7782738095238095
n117,15,3043800,n415,0.9925373134328358,3024000,0.020445808531746046,0.95,3024000,0.6369047619047619
n121,15,4605300,n516,0.9850746268656717,4579200,0.005792942176870874,1.0,4579200,0.5223214285714286
n122,15,4039200,n105,0.9925373134328358,4060800,0.02527990362811794,0.9,4060800,0.7276785714285714
n125,15,3670200,n114,0.9850746268656717,3628800,0.026699351615646072,0.9,3628800,0.6651785714285714
n128,15,1063800,n495,1.0,1036800,0.015549709467120199,0.9,1036800,0.6547619047619048
n129,15,2129400,n519,0.9925373134328358,2160000,0.04196118551587302,0.9,2160000,0.6443452380952381
n131,15,6745500,n114,0.9925373134328358,6739200,0.00464808319160992,0.9925373134328358,6739200,0.5357142857142857
n132,15,3701700,n506,0.9925373134328358,3715200,0.01388888888888895,0.95,3715200,0.6071428571428572
n133,15,3475800,n495,0.9925373134328358,3456000,0.01642440830498859,0.8,3456000,0.7083333333333333
n135,15,6280200,n516,0.9850746268656717,6307200,0.022815245890022595,1.0,6307200,0.4017857142857143
n137,15,4910400,n506,0.9925373134328358,4924800,0.015321623441043153,0.95,4924800,0.6651785714285714
n140,15,5732100,n519,0.9925373134328358,5702400,0.03096212443310653,0.85,5702400,0.6651785714285714
n142,15,748800,n549,0.9928571428571429,777600,0.02840888959750565,1.0,777600,0.6428571428571428
n143,15,6921000,n332,0.9927536231884059,6912000,0.006585707199546542,0.9375,6912000,0.7485119047619048
n144,15,7097400,n519,0.9929577464788732,7084800,0.02354822137188206,0.6666666666666666,7171200,0.7544642857142857
n147,15,6248700,n332,0.9925373134328358,6220800,0.015651573129251695,0.9,6220800,0.6875
n149,15,4849200,n332,0.9925373134328358,4838400,0.01727253401360551,0.9,4838400,0.6860119047619048
n151,15,3409200,n332,0.9925373134328358,3369600,0.015520921910430863,0.9,3369600,0.6815476190476191
n152,15,4121100,n549,0.9925373134328358,4147200,0.01634690334467115,1.0,4147200,0.5997023809523809
n153,15,648000,n519,1.0,691200,0.039237439767573656,1.0,777600,0.71875
n156,15,3197700,n332,0.9925373134328358,3196800,0.0023517219387755306,0.9,3196800,0.6726190476190477
n157,15,2806200,n332,0.9925373134328358,2764800,0.02685657596371871,0.85,2764800,0.6934523809523809
n159,15,6159600,n163,0.9925373134328358,6134400,0.02933230583900226,0.85,6134400,0.7336309523809523
n163,15,3479400,n163,0.9925373134328358,3456000,0.012704170209750676,0.9,3456000,0.6517857142857143
n164,15,6896700,n163,1.0,6912000,0.026484552154194985,0.8333333333333333,6739200,0.7752976190476191
n165,15,6766200,n549,0.9925373134328358,6739200,0.017046662414965885,0.9,6739200,0.6577380952380952
n166,15,3693600,n163,0.9925373134328358,3715200,0.03184789540816335,0.85,3715200,0.7247023809523809
n169,15,4572900,n458,0.9925373134328358,4579200,0.02145115858843538,0.85,4579200,0.6889880952380952
n171,15,6115500,n163,0.9925373134328358,6134400,0.030769469246031855,0.85,6134400,0.7321428571428572
n172,15,6021000,n549,0.9925373134328358,6048000,0.025215685232426233,0.95,6048000,0.6547619047619048
n174,15,4630500,n163,1.0,4579200,0.042669802295918435,0.85,4665600,0.7053571428571428
n177,15,6501600,n188,0.9776119402985074,6480000,0.01294997165532874,0.9,6480000,0.7232142857142857
n180,15,5051700,n163,0.9850746268656717,5011200,0.03753897392290251,0.9,5011200,0.7380952380952381
n182,15,2230200,n163,1.0,2246400,0.03689457553854869,0.9,2246400,0.7023809523809523
n183,15,4203900,n188,0.9850746268656717,4233600,0.024996456916099863,0.9,4233600,0.6755952380952381
n187,15,2222100,n188,0.9925373134328358,2246400,0.03002099277210879,0.9,2246400,0.6681547619047619
n188,15,2616300,n188,0.9925373134328358,2592000,0.025470344387754862,0.9,2592000,0.6339285714285714
n189,15,3817800,n188,0.9850746268656717,3801600,0.014393778344671149,0.9,3801600,0.6904761904761905
n191,15,4185000,n342,0.9850746268656717,4147200,0.04552198483560088,0.85,4233600,0.7217261904761905
n192,15,818100,n613,1.0,777600,0.036593413407029485,1.0,777600,0.6413690476190477
n193,15,3471300,n188,0.9925373134328358,3456000,0.01598816609977327,0.85,3456000,0.7023809523809523
n194,15,3082500,n188,0.9925373134328358,3110400,0.03240150226757377,0.85,3110400,0.6815476190476191
n198,15,5535900,n342,0.9925373134328358,5529600,0.027819851899092862,0.85,5529600,0.6875
n199,15,5611500,n188,0.9925373134328358,5616000,0.009736837443310664,0.9,5616000,0.6488095238095238
n201,15,6489000,n613,0.9850746268656717,6480000,0.0053411989795918435,0.9,6480000,0.7142857142857143
n203,15,3585600,n613,0.9925373134328358,3628800,0.03530018778344668,0.9,3542400,0.6815476190476191
n205,15,5943600,n229,0.9850746268656717,5961600,0.013678518282312924,0.9850746268656717,5961600,0.029761904761904767
n209,15,1821600,n215,0.9925373134328358,1814400,0.007292109552154202,0.9925373134328358,1814400,0.011904761904761862
n212,15,6801300,n215,1.0,6825600,0.029381023242630366,0.9925373134328358,6825600,0.0401785714285714
n213,15,4050000,n215,0.9850746268656717,4060800,0.015283978174603252,0.9850746268656717,4060800,0.017857142857142905
n217,15,1545300,n215,0.9925373134328358,1555200,0.013740522250566989,0.9925373134328358,1555200,0.016369047619047672
n219,15,5192100,n342,1.0,5184000,0.1313111181972788,0.9,5184000,0.7589285714285714
n222,15,4542300,n644,1.0,4579200,0.08479485544217691,0.9,4579200,0.6979166666666667
n223,15,802800,n644,1.0,777600,0.032673876842403526,1.0,777600,0.6309523809523809
n227,15,3509100,n229,0.9850746268656717,3542400,0.01842846513605445,0.9850746268656717,3542400,0.2098214285714286
n229,15,4968000,n229,0.9850746268656717,4924800,0.022261639030612068,1.0,4924800,0.5446428571428572
n232,15,4765500,n644,0.9925373134328358,4752000,0.02224392361111105,0.9,4752000,0.6235119047619048
n233,15,5492700,n229,0.9850746268656717,5529600,0.0324568629535148,0.9850746268656717,5529600,0.06101190476190477
n234,15,804600,n229,1.0,777600,0.00656577735260766,0.9927536231884059,777600,0.044642857142857095
n238,15,1223100,n644,0.9925373134328358,1209600,0.01893114016439912,0.8925373134328357,1209600,0.6622023809523809
n239,15,5343300,n644,0.9850746268656717,5356800,0.016741071428571397,0.9,5356800,0.6592261904761905
n242,15,3764700,n215,0.9925373134328358,3715200,0.029520532171201763,0.9850746268656717,3801600,0.06101190476190477
n243,15,1604700,n229,0.9925373134328358,1555200,0.019938704648526095,0.9850746268656717,1641600,0.06101190476190477
n244,15,6995700,n644,1.0,6998400,0.013204630810657592,0.9375,6998400,0.6964285714285714
n245,15,4008600,n679,0.9850746268656717,3974400,0.03132750496031744,0.9,3974400,0.71875
n248,15,1944000,n679,0.9850746268656717,1900800,0.06193532100340138,0.8,1900800,0.7068452380952381
n253,15,974700,n215,1.0,950400,0.0036670918367347483,0.9925373134328358,950400,0.0401785714285714
n255,15,2522700,n288,0.9925373134328358,2505600,0.02011142998866211,0.9,2505600,0.6160714285714286
n256,15,3399300,n644,0.9925373134328358,3369600,0.0197460494614512,0.95,3369600,0.6264880952380952
n257,15,3017700,n679,0.9925373134328358,3024000,0.006614494756235767,0.95,3024000,0.5625
n258,15,2164500,n679,0.9925373134328358,2160000,0.01579108205782298,0.9,2160000,0.6622023809523809
n261,15,3956400,n288,0.9925373134328358,3974400,0.022505226048752824,1.0,3974400,0.6398809523809523
n262,15,3014100,n679,0.9925373134328358,3024000,0.013368498441043153,0.95,3024000,0.6309523809523809
n263,15,3092400,n679,0.9925373134328358,3110400,0.018235809948979553,0.95,3110400,0.6026785714285714
n264,15,6216300,n288,0.9925373134328358,6220800,0.0069621598639455495,1.0,6220800,0.6264880952380952
n265,15,7090200,n679,0.9929577464788732,7084800,0.007881147250566767,1.0,7171200,0.6026785714285714
n268,15,3399300,n288,0.9925373134328358,3369600,0.019236731150793607,0.95,3369600,0.6190476190476191
n269,15,2655900,n679,0.9850746268656717,2678400,0.027844210600907027,0.95,2678400,0.6220238095238095
n271,15,6148800,n296,1.0,6134400,0.08610801091269837,0.85,6134400,0.7604166666666666
