leak_node,leak_diam_mm,leak_at,closest_sensor,dd_auc_d3,dd_timepoint_d3,dd_score_d3,dd_auc_ks,dd_timepoint_ks,dd_score_ks
n275,15,6738300,n726,0.9925373134328358,6739200,0.004016971371882061,0.95,6739200,0.6011904761904762
n276,15,3712500,n288,0.9925373134328358,3715200,0.004116620606576027,0.9,3715200,0.6517857142857143
n277,15,2464200,n288,0.9850746268656717,2419200,0.03065210459183665,0.9,2419200,0.6071428571428572
n279,15,6759900,n288,0.9925373134328358,6739200,0.014708227040816313,0.9425373134328358,6739200,0.5848214285714286
n281,15,1207800,n296,0.9850746268656717,1209600,0.001833545918367263,1.0,1209600,0.5535714285714286
n283,15,4071600,n726,0.9925373134328358,4060800,0.010387879109977294,1.0,4060800,0.6309523809523809
n285,15,747000,n288,0.9928571428571429,777600,0.02633397108843538,1.0,777600,0.6101190476190477
n286,15,6127200,n726,0.9925373134328358,6134400,0.008326247165532874,1.0,6134400,0.5669642857142857
n287,15,4581000,n296,0.9925373134328358,4579200,0.0025731646825396526,0.9925373134328358,4579200,0.40029761904761907
n288,15,988200,n288,0.9925373134328358,950400,0.015596212443310664,1.0,950400,0.41815476190476186
n290,15,3184200,n726,0.9925373134328358,3196800,0.014028397817460347,0.95,3196800,0.6264880952380952
n292,15,2257200,n296,0.9925373134328358,2246400,0.01173646541950113,0.9925373134328358,2246400,0.37351190476190477
n294,15,5397300,n726,0.9850746268656717,5356800,0.03186561082766426,0.9,5356800,0.6041666666666667
n298,15,1110600,n740,0.5,1123200,0.4143946641156463,0.5,777600,0.8467261904761905
n299,15,6363900,n752,0.9925373134328358,6393600,0.028495252267573656,1.0,6393600,0.6205357142857143
n300,15,5409900,n740,0.5,5961600,0.45210193452380953,0.5,777600,0.8571428571428572
n302,15,900900,n752,0.9926470588235294,864000,0.016975800736961366,0.9444444444444444,864000,0.5922619047619048
n303,15,6165000,n740,0.5,5961600,0.4506470556972789,0.5,777600,0.8571428571428572
n306,15,833400,n752,0.9927536231884059,864000,0.03016714498299322,0.9375,777600,0.5520833333333333
n307,15,2427300,n296,0.9925373134328358,2419200,0.009090224631519428,0.9925373134328358,2419200,0.40625
n309,15,2074500,n752,0.9925373134328358,2073600,0.001751612103174649,0.95,2073600,0.5773809523809523
n310,15,6791400,n752,1.0,6825600,0.03531790320294781,1.0,6739200,0.6309523809523809
n311,15,754200,n740,0.9928571428571429,777600,0.021404655612244916,1.0,777600,0.5089285714285714
n313,15,5184900,n752,0.9850746268656717,5184000,0.0018645479024943512,0.9850746268656717,5184000,0.625
n314,15,1728000,n740,0.9925373134328358,1728000,0.0001550099206348854,1.0,1728000,0.40773809523809523
n315,15,2363400,n752,0.9925373134328358,2332800,0.02672371031746046,0.95,2332800,0.5877976190476191
n320,15,1535400,n722,0.9850746268656717,1555200,0.02038159013605445,0.95,1555200,0.5044642857142857
n321,15,4095900,n752,0.9925373134328358,4060800,0.018452823837868393,1.0,4060800,0.6458333333333333
n323,15,5540400,n722,0.9925373134328358,5529600,0.011111996882086084,0.95,5529600,0.5729166666666667
n325,15,1448100,n752,0.9850746268656717,1468800,0.017500620039682446,0.9,1468800,0.6160714285714286
n327,15,4762800,n769,0.9925373134328358,4752000,0.015505420918367374,0.9,4752000,0.5788690476190477
n329,15,2211300,n769,0.9850746268656717,2246400,0.025636426445578175,1.0,2160000,0.5327380952380952
n330,15,4032900,n769,0.9850746268656717,4060800,0.02875655470521532,1.0,4060800,0.6309523809523809
n331,15,5761800,n769,0.9925373134328358,5788800,0.02283960459183665,1.0,5788800,0.5803571428571428
n333,15,2493900,n332,0.9925373134328358,2505600,0.014493427579365115,0.9,2505600,0.6428571428571428
n335,15,6258600,n342,0.95,6220800,0.21696517148526073,0.75,6220800,0.7708333333333334
n336,15,3323700,n495,0.5,4320000,0.44593696853741505,0.5,777600,0.8571428571428572
n338,15,1841400,n342,0.95,1814400,0.14892467403628118,0.85,1814400,0.6785714285714286
n339,15,5071500,n342,1.0,5097600,0.09936135912698418,0.95,5097600,0.7395833333333333
n340,15,5081400,n429,0.95,5097600,0.2448868870464851,0.9,5097600,0.7544642857142857
n345,15,6119100,n31,0.9425373134328358,6134400,0.16789788832199548,0.85,6393600,0.7395833333333333
n346,15,5900400,n31,0.7425373134328358,5875200,0.322883450255102,0.8425373134328358,5875200,0.7351190476190477
n347,15,1449000,n1,0.9850746268656717,1468800,0.01889570932539686,0.9925373134328358,1468800,0.41220238095238093
n349,15,6338700,n1,0.9850746268656717,6393600,0.010897197420634885,0.95,6393600,0.4955357142857143
n351,15,6644700,n1,1.0,6652800,0.007090596655328851,0.85,6652800,0.6279761904761905
n354,15,1811700,n31,0.9925373134328358,1814400,0.07431618480725621,0.75,1814400,0.7663690476190477
n356,15,2898000,n4,1.0,2937600,0.1884234162414965,0.85,2851200,0.7440476190476191
n358,15,1401300,n1,0.9925373134328358,1382400,0.03221549036281168,0.8,1382400,0.7470238095238095
n360,15,4870800,n31,0.85,4838400,0.2840446074263039,0.65,4838400,0.7842261904761905
n363,15,793800,n31,1.0,777600,0.09988617842970526,0.7980072463768116,777600,0.6889880952380952
n366,15,2904300,n31,0.9,3024000,0.3114902210884354,0.8,2851200,0.7574404761904762
n371,15,4849200,n31,1.0,4838400,0.12334360827664392,0.7,4838400,0.7693452380952381
n372,15,5598000,n31,0.85,5616000,0.3000925630668936,0.8,5788800,0.7232142857142857
n373,15,3371400,n31,0.85,3369600,0.27131607851473916,0.85,3369600,0.7172619047619048
n375,15,3528900,n31,0.9850746268656717,3542400,0.1280581242913832,0.7350746268656717,3628800,0.7127976190476191
n378,15,5876100,n31,0.8925373134328357,5875200,0.26078204719387754,0.7925373134328358,5875200,0.7247023809523809
n380,15,2066400,n31,0.9,2073600,0.2822199192176871,0.75,2073600,0.7023809523809523
n381,15,1164600,n31,0.9925373134328358,1123200,0.11687748015873023,0.8425373134328358,1123200,0.7470238095238095
n383,15,4969800,n31,0.9925373134328358,5011200,0.17079878826530603,0.75,5011200,0.7247023809523809
n388,15,5696100,n54,0.85,5702400,0.2989831349206349,0.8,5788800,0.71875
n390,15,6728400,n54,0.9925373134328358,6739200,0.015219759778911657,0.95,6739200,0.6190476190476191
n392,15,5229000,n54,0.9925373134328358,5184000,0.07232320011337856,0.95,5270400,0.6815476190476191
n394,15,2394900,n54,0.9850746268656717,2419200,0.014987244897959107,1.0,2419200,0.5491071428571428
n396,15,1355400,n410,0.9925373134328358,1382400,0.028220663265306034,0.9925373134328358,1382400,0.6086309523809523
n398,15,5744700,n410,0.9850746268656717,5702400,0.029954559948979553,0.95,5702400,0.5848214285714286
n401,15,6300000,n410,0.9925373134328358,6307200,0.008565405328798126,0.95,6307200,0.5773809523809523
n403,15,2827800,n410,0.9850746268656717,2851200,0.026446906887755084,1.0,2851200,0.5044642857142857
n405,15,6873300,n54,0.8333333333333333,6825600,0.33570941397392295,0.7777777777777778,6739200,0.7842261904761905
n408,15,5649300,n54,0.8,5616000,0.33065387613378683,0.85,5702400,0.7068452380952381
n409,15,5031000,n410,0.9850746268656717,5011200,0.007639774659863985,0.95,5011200,0.5505952380952381
n410,15,6543000,n410,0.9850746268656717,6566400,0.010423309948979553,0.95,6566400,0.5818452380952381
n412,15,1496700,n415,0.9,1468800,0.24715446074263037,0.85,1468800,0.6860119047619048
n414,15,6474600,n54,0.8,6480000,0.3207731009070295,0.85,6480000,0.7752976190476191
n416,15,4777200,n410,0.9925373134328358,4752000,0.009765625,0.9925373134328358,4752000,0.5223214285714286
n418,15,6374700,n54,0.8,6393600,0.3243693310657596,0.8,6393600,0.7693452380952381
n421,15,907200,n429,0.9444444444444444,950400,0.21300577522675734,0.9444444444444444,950400,0.6413690476190477
n423,15,3164400,n429,0.95,3196800,0.16739742772108834,0.9,3196800,0.6860119047619048
n426,15,4532400,n54,0.8,4579200,0.29887462797619047,0.9,4492800,0.7068452380952381
n427,15,3762900,n429,0.8,3801600,0.32643760629251706,0.8,3801600,0.7589285714285714
n429,15,5481900,n429,0.85,5443200,0.28514296343537415,0.85,5443200,0.7068452380952381
n431,15,3336300,n429,0.8,3369600,0.2911972080498866,0.85,3369600,0.7098214285714286
n433,15,1112400,n429,0.85,1123200,0.3062110260770975,0.95,1123200,0.6458333333333333
n435,15,4334400,n519,1.0,4320000,0.14161042020975056,0.85,4320000,0.6919642857142857
n439,15,5378400,n458,0.9925373134328358,5356800,0.1900222328514739,0.8,5356800,0.7098214285714286
n441,15,3120300,n458,0.85,3110400,0.24544049390589562,0.85,3110400,0.71875
n444,15,697500,n458,1.0,691200,0.02855282738095244,1.0,691200,0.6919642857142857
n445,15,6867900,n519,1.0,6825600,0.04549984056122447,0.7777777777777778,6739200,0.7544642857142857
n446,15,3701700,n458,0.9925373134328358,3715200,0.06645718183106575,0.85,3715200,0.7276785714285714
n448,15,6667200,n458,0.9925373134328358,6652800,0.023395425878684706,0.85,6652800,0.7053571428571428
n451,15,4218300,n429,0.85,4233600,0.29182831986961455,0.8,4233600,0.7232142857142857
n452,15,1382400,n458,0.9925373134328358,1382400,0.004391209608843538,0.9,1382400,0.6979166666666667
n455,15,3800700,n342,0.95,3801600,0.19106079931972797,0.7,3801600,0.7708333333333334
n457,15,3275100,n342,0.95,3283200,0.14162592120181405,0.9,3283200,0.7113095238095238
n459,15,5290200,n458,0.9850746268656717,5270400,0.011703249007936511,0.9425373134328358,5270400,0.6473214285714286
n461,15,6714000,n429,0.85,6739200,0.28232621173469385,0.75,6739200,0.7574404761904762
n463,15,3994200,n342,1.0,3974400,0.08356363378684806,0.85,3974400,0.7559523809523809
n465,15,5819400,n342,1.0,5788800,0.07620287698412687,0.9,5788800,0.7127976190476191
n466,15,1732500,n342,1.0,1728000,0.11629065688775508,0.85,1728000,0.6875
n469,15,3815100,n469,0.9850746268656717,3801600,0.0051596159297051525,0.9925373134328358,3801600,0.4151785714285714
n471,15,1902600,n469,0.9925373134328358,1900800,0.0012644380668933586,1.0,1900800,0.4464285714285714
n476,15,6014700,n495,0.9925373134328358,6048000,0.028349100056689336,0.95,6048000,0.6577380952380952
n478,15,4451400,n105,0.9850746268656717,4406400,0.02846867913832185,0.95,4406400,0.5892857142857143
n480,15,5400000,n114,0.9850746268656717,5356800,0.027193168934240397,1.0,5356800,0.53125
n485,15,2595600,n114,0.9925373134328358,2592000,0.0038420316043082936,0.95,2592000,0.5267857142857143
n486,15,5145300,n114,0.9850746268656717,5097600,0.02394238945578231,1.0,5184000,0.5550595238095238
n487,15,6562800,n114,0.9850746268656717,6566400,0.0026506696428570953,1.0,6566400,0.5148809523809523
n489,15,4572000,n105,0.9925373134328358,4579200,0.010312588577097492,0.9,4579200,0.6488095238095238
n493,15,6315300,n506,0.9925373134328358,6307200,0.0051197562358276105,0.95,6307200,0.6339285714285714
n497,15,4168800,n495,0.9925373134328358,4147200,0.025583280187074786,0.85,4147200,0.7440476190476191
n499,15,4032000,n114,0.9925373134328358,4060800,0.025935374149659962,1.0,4060800,0.5386904761904762
n500,15,3816000,n105,0.9850746268656717,3801600,0.008299674036281068,0.9,3801600,0.6934523809523809
n502,15,6692400,n506,0.9850746268656717,6652800,0.030355371315192725,0.9,6652800,0.6934523809523809
n505,15,5994000,n105,1.0,5961600,0.023537149234693855,0.9,5961600,0.6666666666666667
n507,15,4972500,n506,0.9850746268656717,4924800,0.032219919217686965,0.95,4924800,0.6458333333333333
n509,15,2583000,n506,0.9925373134328358,2592000,0.009663761337868504,0.9,2592000,0.5907738095238095
n510,15,2980800,n495,1.0,3024000,0.032596371882086084,0.85,2937600,0.6949404761904762
n513,15,6884100,n114,1.0,6912000,0.03269823554421769,0.9444444444444444,6912000,0.7098214285714286
n514,15,2414700,n516,0.9925373134328358,2419200,0.0045661493764171945,0.9925373134328358,2419200,0.34672619047619047
n516,15,6729300,n516,0.9925373134328358,6739200,0.009327168367347038,0.9925373134328358,6739200,0.3348214285714286
n518,15,1242900,n332,1.0,1209600,0.027775563350340038,0.8925373134328357,1209600,0.6741071428571428
n521,15,2660400,n519,0.9925373134328358,2678400,0.029919129109977405,0.85,2678400,0.6815476190476191
n522,15,7104600,n495,0.9929577464788732,7084800,0.01938731221655332,0.75,7171200,0.7336309523809523
n525,15,3927600,n332,0.9925373134328358,3888000,0.036445046768707634,0.95,3888000,0.7217261904761905
n526,15,2402100,n516,0.9925373134328358,2419200,0.009708049886621328,0.9925373134328358,2419200,0.40922619047619047
n529,15,6137100,n519,0.9925373134328358,6134400,0.010987988945578175,0.9,6134400,0.71875
n534,15,4030200,n519,0.9925373134328358,4060800,0.0405218076814059,0.9,4060800,0.7366071428571428
n536,15,4806000,n163,0.9850746268656717,4838400,0.02812322845804993,0.85,4838400,0.6875
n537,15,5103900,n332,0.9925373134328358,5097600,0.013603227749433122,0.9,5097600,0.7529761904761905
n538,15,5530500,n332,0.9925373134328358,5529600,0.003454506802721191,0.9,5529600,0.6502976190476191
n541,15,3398400,n332,1.0,3369600,0.010095574688208653,0.9,3369600,0.6398809523809523
n542,15,3084300,n163,0.9925373134328358,3110400,0.03189661281179146,0.85,3110400,0.6785714285714286
n545,15,816300,n549,1.0,777600,0.02884513180272108,1.0,777600,0.5461309523809523
n547,15,4248900,n549,0.9925373134328358,4233600,0.015040391156462607,0.95,4233600,0.5997023809523809
n549,15,6878700,n549,1.0,6912000,0.037893282312925214,1.0,6912000,0.6086309523809523
n552,15,3000600,n163,0.9925373134328358,3024000,0.03085361748866222,0.9,3024000,0.6651785714285714
n553,15,1944900,n332,1.0,1900800,0.03763197987528333,0.85,1900800,0.6577380952380952
n555,15,4199400,n188,0.9925373134328358,4233600,0.03154230442176875,0.9,4233600,0.6919642857142857
n556,15,2168100,n163,0.9925373134328358,2160000,0.007710636337868393,0.9,2160000,0.6666666666666667
n557,15,3220200,n163,1.0,3196800,0.02812101403061218,0.85,3196800,0.6979166666666667
n559,15,6486300,n188,0.9925373134328358,6480000,0.012863608985260844,0.85,6480000,0.7544642857142857
n561,15,2509200,n188,0.9925373134328358,2505600,0.012232497165532763,0.8,2505600,0.6785714285714286
n564,15,3114000,n188,0.9925373134328358,3110400,0.007918792517006779,0.85,3110400,0.6770833333333333
n566,15,2665800,n188,0.9925373134328358,2678400,0.020007351899092973,0.85,2678400,0.6502976190476191
n568,15,7094700,n163,0.9929577464788732,7084800,0.017330109126984072,0.6666666666666666,7171200,0.7544642857142857
n570,15,4999500,n188,0.9925373134328358,5011200,0.020341730442176797,0.9,5011200,0.7113095238095238
n572,15,5774400,n188,0.9925373134328358,5788800,0.024219192885487573,0.9,5788800,0.6607142857142857
n573,15,7092900,n163,0.9929577464788732,7084800,0.013379570578231248,0.75,7171200,0.7336309523809523
n575,15,2641500,n188,1.0,2678400,0.05213647959183665,0.85,2678400,0.6607142857142857
n577,15,4702500,n458,0.9925373134328358,4665600,0.045743427579365115,0.85,4665600,0.7142857142857143
n578,15,679500,n458,1.0,691200,0.040065635629251695,0.9929577464788732,777600,0.7113095238095238
n580,15,4413600,n163,0.9850746268656717,4406400,0.013401714852607771,0.8,4406400,0.6726190476190477
n582,15,2013300,n188,1.0,1987200,0.029651183390022595,0.9,1987200,0.6309523809523809
n584,15,1235700,n342,0.9925373134328358,1209600,0.04151608560090703,0.8925373134328357,1209600,0.6755952380952381
n587,15,2384100,n613,0.9850746268656717,2419200,0.03488387542517013,0.85,2419200,0.6845238095238095
n590,15,5913000,n188,0.9850746268656717,5875200,0.021311649659863985,0.85,5875200,0.6875
n591,15,3600900,n188,0.9925373134328358,3628800,0.026938509778911657,0.85,3628800,0.6919642857142857
n592,15,4206600,n613,0.9925373134328358,4233600,0.02721752763605445,0.9,4233600,0.6711309523809523
n594,15,4698000,n188,0.9925373134328358,4665600,0.017208315617913805,0.9,4665600,0.6696428571428572
n596,15,6193800,n613,0.9925373134328358,6220800,0.037080587443310664,0.9,6220800,0.7113095238095238
n598,15,2376000,n613,0.9925373134328358,2419200,0.031637524801587213,0.95,2332800,0.6443452380952381
n600,15,5696100,n342,0.9925373134328358,5702400,0.017409828514739267,0.85,5702400,0.6502976190476191
n603,15,4114800,n613,0.9925373134328358,4147200,0.020901980583900248,0.9,4147200,0.6770833333333333
n605,15,5366700,n188,0.9925373134328358,5356800,0.015394699546485313,0.9,5356800,0.6547619047619048
n607,15,5852700,n613,0.9925373134328358,5875200,0.030920050311791458,0.95,5875200,0.6636904761904762
n609,15,4222800,n613,0.9925373134328358,4233600,0.01436056193310653,0.95,4233600,0.6130952380952381
n611,15,3908700,n613,0.9925373134328358,3888000,0.014706012613378672,1.0,3888000,0.5907738095238095
n613,15,6450300,n613,0.9850746268656717,6480000,0.04070560515873023,0.95,6480000,0.6205357142857143
n614,15,731700,n613,1.0,691200,0.03537769274376412,1.0,691200,0.6354166666666667
n615,15,1290600,n613,0.9925373134328358,1296000,0.008186738236961477,0.9425373134328358,1296000,0.6681547619047619
n617,15,2773800,n613,0.9850746268656717,2764800,0.0033880739795917325,0.9,2764800,0.625
n619,15,2238300,n613,0.9925373134328358,2246400,0.01327327806122458,0.9,2246400,0.6413690476190477
n621,15,3585600,n613,0.9925373134328358,3628800,0.03649819302721091,0.9,3542400,0.6711309523809523
n622,15,5705100,n613,0.9925373134328358,5702400,0.006408553004535245,0.85,5702400,0.6413690476190477
n623,15,2398500,n229,0.9925373134328358,2419200,0.011712106717687076,0.9925373134328358,2419200,0.08184523809523814
n624,15,2862000,n215,0.9850746268656717,2851200,0.0021413513321995037,0.9925373134328358,2851200,0.017857142857142905
n625,15,5499900,n215,0.9850746268656717,5529600,0.02732382015306123,0.9850746268656717,5529600,0.049107142857142905
n626,15,4892400,n229,0.9925373134328358,4924800,0.03448084963151932,0.9850746268656717,4924800,0.0535714285714286
n627,15,3325500,n636,1.0,3369600,0.13638880031179135,0.85,3283200,0.7410714285714286
n628,15,4093200,n342,1.0,4060800,0.15584033092403615,0.85,4233600,0.7767857142857143
n632,15,4685400,n636,0.9925373134328358,4665600,0.09330711451247176,0.85,4665600,0.7276785714285714
n634,15,4518900,n636,1.0,4492800,0.07063580640589562,0.9,4492800,0.6860119047619048
n636,15,3139200,n636,0.9925373134328358,3110400,0.035727572278911546,0.9,3110400,0.6666666666666667
n638,15,3741300,n229,0.9850746268656717,3715200,0.019901059382086084,0.95,3715200,0.6443452380952381
n640,15,6103800,n229,0.9850746268656717,6134400,0.028619260204081676,1.0,6134400,0.5833333333333333
n643,15,4662000,n644,0.9925373134328358,4665600,0.005268122874149572,0.95,4665600,0.6086309523809523
n646,15,3042900,n644,0.9850746268656717,3024000,0.035419766865079305,0.9,3024000,0.6502976190476191
n648,15,3198600,n644,0.9925373134328358,3196800,0.01128472222222221,0.95,3196800,0.6577380952380952
n649,15,5786100,n644,0.9925373134328358,5788800,0.01790364583333337,0.9,5788800,0.6502976190476191
n651,15,3950100,n644,0.9925373134328358,3974400,0.03763640873015872,1.0,3974400,0.6770833333333333
n652,15,2601900,n644,0.9925373134328358,2592000,0.024024323270974923,0.9,2592000,0.6383928571428572
n653,15,2864700,n644,0.9925373134328358,2851200,0.027350393282313035,0.85,2851200,0.6398809523809523
n655,15,2457900,n644,0.9925373134328358,2419200,0.03789992559523814,0.9,2419200,0.6458333333333333
n657,15,2304000,n644,0.9850746268656717,2332800,0.02933230583900226,0.95,2332800,0.6547619047619048
n658,15,1494000,n644,0.9925373134328358,1468800,0.03262737386621317,0.85,1468800,0.7053571428571428
n659,15,5922000,n636,0.9925373134328358,5961600,0.05951273738662133,0.85,5875200,0.71875
n661,15,2024100,n679,1.0,1987200,0.039204223356008816,0.85,1987200,0.6607142857142857
n663,15,2930400,n679,0.9925373134328358,2937600,0.01542570153061229,0.9,2937600,0.6666666666666667
n665,15,1485900,n679,0.9925373134328358,1468800,0.02524668721655332,0.85,1468800,0.7247023809523809
n667,15,6081300,n215,0.9850746268656717,6048000,0.018439537273242768,0.9850746268656717,6048000,0.055059523809523836
n669,15,4554900,n679,1.0,4579200,0.07715286635487528,0.85,4579200,0.7544642857142857
n671,15,6223500,n679,0.9925373134328358,6220800,0.07101225907029463,0.7,6220800,0.7470238095238095
n673,15,5692500,n644,0.9925373134328358,5702400,0.017168455924036374,0.95,5702400,0.6235119047619048
n675,15,1969200,n644,0.9925373134328358,1987200,0.018005509495464866,0.95,1987200,0.6026785714285714
n676,15,2016900,n288,0.9850746268656717,1987200,0.028490823412698485,0.95,1987200,0.6205357142857143
n680,15,2199600,n679,0.9850746268656717,2160000,0.021931689342403637,1.0,2160000,0.5520833333333333
n682,15,6049800,n288,0.9925373134328358,6048000,0.004594936933106641,0.9425373134328358,6048000,0.6309523809523809
n685,15,4174200,n726,0.9925373134328358,4147200,0.02198926445578231,0.95,4147200,0.6398809523809523
n687,15,2643300,n288,0.9925373134328358,2592000,0.03536883503401356,0.9,2678400,0.6130952380952381
n688,15,5946300,n288,0.9925373134328358,5961600,0.014845521541950069,0.95,5875200,0.6145833333333333
n690,15,4950900,n726,0.9925373134328358,4924800,0.016090029761904767,0.95,4924800,0.6488095238095238
n691,15,6209100,n288,0.9925373134328358,6220800,0.01520868764172345,1.0,6220800,0.6339285714285714
n693,15,4472100,n296,0.95,4492800,0.15665081136621317,0.7,4492800,0.7946428571428572
n695,15,5004000,n740,0.9,5011200,0.25680050666099774,0.5,777600,0.8571428571428572
n697,15,2691000,n288,0.9850746268656717,2678400,0.01139322916666663,0.95,2678400,0.6086309523809523
n699,15,1345500,n288,0.9850746268656717,1296000,0.022702310090703004,0.9425373134328358,1296000,0.6904761904761905
n701,15,6742800,n296,0.9925373134328358,6739200,0.003230849631519206,0.9925373134328358,6739200,0.4776785714285714
n704,15,2035800,n288,0.9850746268656717,1987200,0.031788105867346705,0.9,1987200,0.6026785714285714
n709,15,2788200,n296,0.9925373134328358,2764800,0.013450432256235767,1.0,2764800,0.5178571428571428
n711,15,2281500,n740,0.9925373134328358,2246400,0.022383432539682446,0.9425373134328358,2246400,0.5059523809523809
n714,15,3265200,n288,0.9850746268656717,3283200,0.02076247165532874,0.9,3283200,0.6235119047619048
n716,15,1926900,n288,0.9850746268656717,1900800,0.017257033021541912,0.95,1900800,0.5818452380952381
n719,15,2833200,n722,0.9850746268656717,2851200,0.012347647392290217,1.0,2851200,0.4419642857142857
n721,15,708300,n722,0.9928571428571429,691200,0.008817850056689336,1.0,691200,0.3616071428571429
n722,15,5824800,n722,0.9850746268656717,5788800,0.019542322137188206,0.9925373134328358,5788800,0.34226190476190477
n725,15,4542300,n296,0.9925373134328358,4579200,0.025742718962585065,1.0,4579200,0.43005952380952384
n726,15,1537200,n726,0.9850746268656717,1555200,0.019502462443310664,0.95,1555200,0.4821428571428571
n727,15,2627100,n726,0.9850746268656717,2592000,0.020753613945578175,1.0,2592000,0.5089285714285714
n729,15,939600,n726,0.9926470588235294,950400,0.011149642148526095,0.9444444444444444,864000,0.5565476190476191
n731,15,1006200,n722,0.9925373134328358,1036800,0.020206650368480683,0.95,864000,0.6071428571428572
n734,15,4684500,n726,0.9925373134328358,4665600,0.015684789540816202,0.95,4665600,0.6011904761904762
n735,15,2758500,n296,0.9925373134328358,2764800,0.003932823129251695,0.9925373134328358,2764800,0.4107142857142857
n737,15,5746500,n296,0.9850746268656717,5702400,0.021371439200680298,1.0,5702400,0.39136904761904767
n739,15,1535400,n740,0.9850746268656717,1555200,0.020044997165532874,0.9425373134328358,1555200,0.36011904761904767
n742,15,5307300,n752,0.9850746268656717,5270400,0.020986128826530837,1.0,5270400,0.5773809523809523
n744,15,7007400,n722,0.9928571428571429,6998400,0.009138942035147313,1.0,6998400,0.6101190476190477
n747,15,6154200,n740,1.0,6134400,0.17323465844671204,0.75,6134400,0.7827380952380952
n749,15,4223700,n740,1.0,4233600,0.021074705924036263,0.95,4233600,0.6428571428571428
n751,15,1360800,n752,0.9850746268656717,1382400,0.01687172264739223,0.9925373134328358,1382400,0.5297619047619048
n753,15,7038900,n752,0.9928571428571429,6998400,0.016882794784580435,0.9928571428571429,6998400,0.4955357142857143
n755,15,694800,n752,0.9928571428571429,691200,0.003250779478458088,1.0,691200,0.5148809523809523
n757,15,4836600,n752,0.9925373134328358,4838400,0.0036073022959183243,0.95,4838400,0.5818452380952381
n760,15,2700900,n752,0.9850746268656717,2678400,0.015332695578231359,0.95,2678400,0.5892857142857143
n763,15,4065300,n752,0.9925373134328358,4060800,0.005600286989795866,1.0,4060800,0.6220238095238095
n765,15,4133700,n740,0.9925373134328358,4147200,0.014017325680272141,0.95,4147200,0.6220238095238095
n767,15,3852000,n769,0.9925373134328358,3888000,0.029451884920634885,0.9925373134328358,3888000,0.5386904761904762
n769,15,3116700,n769,0.9925373134328358,3110400,0.006787220096371893,0.9925373134328358,3110400,0.44494047619047616
n772,15,1963800,n769,0.9925373134328358,1987200,0.020501169217687076,0.95,1987200,0.5818452380952381
n779,15,982800,n342,1.0,950400,0.06220548115079372,0.9,950400,0.6473214285714286
n781,15,2466000,n342,1.0,2505600,0.10886789611678005,0.85,2419200,0.7023809523809523
n782,15,6957900,n342,1.0,6912000,0.06132192460317454,0.875,6998400,0.7842261904761905
